,Unnamed: 0,key,bandera_id,lat,lng,sucursalnombre,id_,sucursaltipo,provincia,promo1_descripcion,promo1_precio,preciolista,promo2_descripcion,promo2_precio,actualizadohoy,direccion,banderadescripcion,localidad,comerciorazonsocial,comercioid,marca,nombre,presentacion,fecha,Cluster
1089347,1089347,sucursales,1,-34.7256805,-58.3981378,82 - LANUS,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Coronel Beltran 239,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089348,1089348,sucursales,1,-34.9105116,-58.5930473,83 - EZEIZA,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl 25 De Mayo 151,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089349,1089349,sucursales,1,-34.5286128,-58.4931423,84 - VICENTE LOPEZ,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl San Martin 2269,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089350,1089350,sucursales,1,-34.6674682,-58.4734538,85 - VILLA SOLDATI,7790070507242,Autoservicio,AR-C,,,152.02,,,True,Cl Castañares 4944,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089351,1089351,sucursales,1,-34.532479,-58.575497,87 - JOSE LEON SUAREZ,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Pacifico Rodriguez 7270,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089352,1089352,sucursales,1,-34.73492,-58.5853229,88 - RAFAEL CASTILLO,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Soldado Sosa 5460,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089353,1089353,sucursales,1,-34.46141,-58.775516,89 - ALBERTI,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Hip.Irigoyen 465,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089354,1089354,sucursales,1,-34.6402735,-58.5418243,9 - CIUDADELA,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Av. Rivadavia 12646,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089355,1089355,sucursales,1,-34.6089665,-58.4414318,90 - VILLA CRESPO,7790070507242,Autoservicio,AR-C,,,152.02,,,True,Cl Hidalgo 860,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089356,1089356,sucursales,1,-34.6375385,-58.5001704,91 - VILLA LURO,7790070507242,Autoservicio,AR-C,,,152.02,,,True,Cl Rivadavia 9650,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1089357,1089357,sucursales,1,-34.4517657,-58.7974943,92 - DEL VISO,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Valentin Gomez Y Madero ,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
