,Unnamed: 0,key,bandera_id,lat,lng,sucursalnombre,id_,sucursaltipo,provincia,promo1_descripcion,promo1_precio,preciolista,promo2_descripcion,promo2_precio,actualizadohoy,direccion,banderadescripcion,localidad,comerciorazonsocial,comercioid,marca,nombre,presentacion,fecha,Cluster
298,298,sucursales,5,-34.484169,-58.595829,San Fernando,7790070507242,Hipermercado,AR-B,"Llevando este producto, pagás $135.99 hasta  el 24/08/2022. Hasta agotar Stock.",135.99,160.0,,,True,Cno Bancalari E/202 Y Uruguay ,Walmart SuperCenter,SAN FERNANDO,Wal Mart Argentina S.R.L.,11,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-24,Cluster 0
299,299,sucursales,5,-32.91451,-68.825287,Mendoza (24hs),7790070507242,Hipermercado,AR-M,"Llevando este producto, pagás $136.00 hasta  el 24/08/2022. Hasta agotar Stock.",135.99,166.0,,,True,Moldes 1023,Walmart SuperCenter,VILLANUEVA,Wal Mart Argentina S.R.L.,11,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-24,Cluster 0
300,300,sucursales,5,-32.850687,-68.858646,Las Heras,7790199000020,Hipermercado,AR-M,"Llevando este producto, pagás $145.00 hasta  el 24/08/2022. Hasta agotar Stock.",144.99,145.06,,,True,Boulogne Sur Mer Y Regalado Olguin ,Walmart SuperCenter,MENDOZA CIUDAD,Wal Mart Argentina S.R.L.,11,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-24,Cluster 1
301,301,sucursales,5,-32.91451,-68.825287,Mendoza (24hs),7790199000020,Hipermercado,AR-M,"Llevando este producto, pagás $136.00 hasta  el 24/08/2022. Hasta agotar Stock.",135.99,145.06,,,True,Moldes 1023,Walmart SuperCenter,VILLANUEVA,Wal Mart Argentina S.R.L.,11,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-24,Cluster 1
1061443,1061443,sucursales,1,-32.426197,-63.738309,1513 - HERNANDO,7792590000227,Autoservicio,AR-X,,,161.13,,,True,Bv Rivadavia 300,Supermercados DIA,CORDOBA,DIA Argentina S.A,15,CASERITA,Harina de Trigo 0000 Caserita 1 Kg,1.0 kg,2022-08-25,Cluster 0
1061959,1061959,sucursales,1,-35.0530892,-58.7606411,39 - CAÑUELAS,7790070507242,Autoservicio,AR-B,,,152.02,,,True,Cl Rivadavia 800,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 4
1061965,1061965,sucursales,2,-32.868658,-68.852646,Mendoza Sexta,7790070507242,Supermercado,AR-M,,,161.0,,,True,Jorge A. Calle 631,Market,Mendoza,INC S.A.,10,FAVORITA,Harina 0000 Vitazink Favorita 1 Kg,1.0 kg,2022-08-25,Cluster 0
1061970,1061970,sucursales,3,-34.85116,-58.07703,Av. Arana 231,7790199000020,Supermercado,AR-B,,,154.0,,,True,Av. Arana 231,Express,La Plata,INC S.A.,10,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 4
1061973,1061973,sucursales,1,-34.6650066,-58.3623175,AVELLANEDA ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Italia 62,COTO CICSA,Avellaneda,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061974,1061974,sucursales,1,-34.7437163,-58.2891868,QUILMES ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,12 De Octubre 3054,COTO CICSA,Quilmes,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061975,1061975,sucursales,1,-34.814703,-58.456994,MONTE GRANDE ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Boulevar Bs. As. 710,COTO CICSA,Monte Grande,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061976,1061976,sucursales,1,-34.7817272,-58.4067065,TEMPERLEY ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Hipolito Irigoyen 10699,COTO CICSA,Lomas De Zamora,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061977,1061977,sucursales,1,-34.5458941,-58.4705622,CABILDO ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Cabildo 4125,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061978,1061978,sucursales,1,-31.7419371,-60.5387651,PARANA ,7790199000020,Hipermercado,AR-E,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Coronel Juan M. Piran 801,COTO CICSA,Parana,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061979,1061979,sucursales,1,-34.6845178,-58.4641447,LUGANO ,7790199000020,Hipermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Soldado De La Frontera 5258,COTO CICSA,V Illa Lugano,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061980,1061980,sucursales,1,-34.5810538,-58.5418252,SAN MARTIN,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Balbin 2030,COTO CICSA,San Martin,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061981,1061981,sucursales,1,-34.62116,-58.445992,YERBAL ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Yerbal 1062,COTO CICSA,Caballito,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061982,1061982,sucursales,1,-34.1659506,-58.9611328,CAMPANA ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Juan M. Estrada 878,COTO CICSA,Campana,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061983,1061983,sucursales,1,-31.637308,-60.7017017,SANTA FE ,7790199000020,Hipermercado,AR-S,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Rivadavia 3396,COTO CICSA,Ciudad De Santa Fe,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061984,1061984,sucursales,1,-34.671088,-58.47915,LARRAZABAL ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Larrazabal 3443,COTO CICSA,Lugano,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061985,1061985,sucursales,1,-34.5715475,-58.6833252,BELLA VISTA ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,O Higgins 1263,COTO CICSA,Bella Vista,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061986,1061986,sucursales,1,-34.6230367,-58.3959072,SAN JUAN ,7790199000020,Hipermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. San Juan 2168,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061987,1061987,sucursales,1,-34.623834,-58.512072,LOPE DE VEGA ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Lope De Vega 1742,COTO CICSA,Cdad. De Bs.As,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061988,1061988,sucursales,1,-34.6287238,-58.5488933,CIUDADELA ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Comesaña 4056,COTO CICSA,Ciudadela,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061989,1061989,sucursales,1,-34.764146,-58.6200547,RUTA 3 ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Brig. Gral. Juan Manuel De Rosas 14457,COTO CICSA,Gonzalez Catan,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061990,1061990,sucursales,1,-34.719142,-58.2913273,BERNAL ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Dardo Rocha 251,COTO CICSA,Bernal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061991,1061991,sucursales,1,-34.519576,-58.7531003,JOSE C. PAZ ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Hipolito Yrigoyen 1826,COTO CICSA,Jose C Paz,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061992,1061992,sucursales,1,-34.6259327,-58.4355294,PEDRO GOYENA ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Pedro Goyena 565,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061993,1061993,sucursales,1,-34.9132587,-57.9601721,LA PLATA ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Calle 43 782,COTO CICSA,La Plata,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061994,1061994,sucursales,1,-34.6358296,-58.4415417,ASAMBLEA ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Asamblea 1100,COTO CICSA,Parque Chacabuco,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061995,1061995,sucursales,1,-34.6073757,-58.477492,JONTE ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Alvarez Jonte 2502,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061996,1061996,sucursales,1,-34.3456017,-58.7928537,ESCOBAR ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Tapia De Cruz 420,COTO CICSA,Escobar,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061997,1061997,sucursales,1,-34.419958,-58.794678,155 HIGHLAND PARK ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Country Highland Park ,COTO CICSA,Pilar,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061998,1061998,sucursales,1,-34.5924706,-58.4111036,CHARCAS ,7790199000020,Hipermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Charcas 2980,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1061999,1061999,sucursales,1,-34.6077047,-58.3879012,MITRE ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Bartolomé Mitre 1558,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062000,1062000,sucursales,1,-34.5850445,-58.372698,SADOS ,7790199000020,Hipermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Antartica Argentina 1160,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062001,1062001,sucursales,1,-34.4620027,-58.7601993,TORTUGUITAS ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Tortugas Country Club ,COTO CICSA,Pilar,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062002,1062002,sucursales,1,-34.5960054,-58.3973971,JUNIN ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Junín 1073,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062004,1062004,sucursales,1,-34.5553723,-58.5583111,VILLA BALLESTER ,7790199000020,Supermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Jose Hernandez 2955,COTO CICSA,Villa Ballester,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062005,1062005,sucursales,1,-32.9265135,-60.6720475,ROSARIO TALLERES ,7790199000020,Hipermercado,AR-S,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Junin 590,COTO CICSA,Rosario,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062006,1062006,sucursales,1,-34.6189821,-58.4754368,NAZCA ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Nazca 1244,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062007,1062007,sucursales,1,-34.5951411,-58.443905,VILLA CRESPO ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Corrientes 5748,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062008,1062008,sucursales,1,-34.5491869,-58.4544449,LIBERTADOR ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Av. Libertador 6840,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062009,1062009,sucursales,1,-34.893323,-58.571979,TRISTAN SUAREZ ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Avda. Sarmiento 524,COTO CICSA,Ezeiza,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062010,1062010,sucursales,1,-34.5728529,-58.4878818, CULLEN ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Cullen 5085,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062011,1062011,sucursales,1,-34.6071216,-58.3960221, PTE. PERON ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Tte. Gral. Juan D. Perón 2070,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062012,1062012,sucursales,1,-34.5698358,-58.4459054, TEODORO GARCIA ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Teodoro García 2419,COTO CICSA,Capital Federal,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062013,1062013,sucursales,1,-37.185485,-56.951625,MADARIAGA ,7790199000020,Hipermercado,AR-B,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Ruta 11 Km 404,COTO CICSA,Gral Madariaga,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062014,1062014,sucursales,1,-31.6490499,-60.7039408,SANTA FE PUERTO ,7790199000020,Supermercado,AR-S,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,27 De Febrero 2320,COTO CICSA,Cuidad De Santa Fe,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
1062015,1062015,sucursales,1,-34.614634,-58.420517,H.YRIGOYEN ,7790199000020,Supermercado,AR-C,,,144.99,LLEVANDO ESTE ARTICULO 15% DE DTO CON TARJ. COMUNIDAD COTO CON TARJETAS  EN LINEA DE CAJAS*  CON COMUNIDAD COTO - DEL 23/08/2022 AL 25/08/2022 O HASTA AGOTAR STOCK DE 17700 UNI,123.24,True,Hipolito Yrigoyen 3702,COTO CICSA,Once,Coto Centro Integral de Comercialización S.A.,12,MORIXE,Harina de Trigo 0000 Morixe 1 Kg,1.0 kg,2022-08-25,Cluster 1
