,Unnamed: 0,key,bandera_id,lat,lng,sucursalnombre,id_,sucursaltipo,provincia,promo1_descripcion,promo1_precio,preciolista,promo2_descripcion,promo2_precio,actualizadohoy,direccion,banderadescripcion,localidad,comerciorazonsocial,comercioid,marca,nombre,presentacion,fecha,Cluster
1050819,1050819,sucursales,2,-38.931846,-67.984138,Cipoletti,7790387013627,Hipermercado,AR-R,"Llevando 1 unidades, pagás $337.51 c/u, promoción válida hasta el 2022-09-08 o hasta agotar stock, o lo que ocurra primero.",337.51,337.51,,,True,Bolivia 1169,Changomas,CIPOLLETTI,Wal Mart Argentina S.R.L.,11,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1050829,1050829,sucursales,1,-35.487759,-62.975086,367 - AMERICA,7790387013627,Autoservicio,AR-B,0% de descuento. Precio Promocional Exclusivo DIA en Sucursales Indicadas Hasta Agotar Stock o Finalice Vigencia.,312.51,312.51,,,True,San Martin 156,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1056072,1056072,sucursales,1,-34.764896,-61.892818,353 - GRAL PINTO,7790070507389,Autoservicio,AR-B,,,402.0,,,True,Adolfo Alsina 540,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1056079,1056079,sucursales,3,-34.574828,-58.436126,Cabildo 34,7790070507389,Autoservicio,AR-C,,,422.0,,,True,Av. Cabildo 34,Express,Ciudad Autónoma de Buenos Aires,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1056083,1056083,sucursales,1,-36.788827761866905,-59.871529162628576,Azul II,7790387015607,Supermercado,AR-B,,,575.0,,,True,Av. 25 De Mayo 1272,Cooperativa Obrera Limitada de Consumo y Vivienda,Azul,Cooperativa Obrera Limitada de Consumo y Vivienda,13,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-24,Cluster 0
1056084,1056084,sucursales,1,-40.8148,-63.0052,Viedma,7790387015607,Hipermercado,AR-R,,,599.0,,,True,Saavedra 1455,Cooperativa Obrera Limitada de Consumo y Vivienda,Viedma,Cooperativa Obrera Limitada de Consumo y Vivienda,13,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-24,Cluster 0
1056093,1056093,sucursales,1,-34.6519788,-58.4267385,5133 - NUEVA POMPEYA,7790387015607,Autoservicio,AR-C,,,592.0,,,True,Corrales 1669,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-24,Cluster 0
1056098,1056098,sucursales,1,-38.5611,-58.7305,NECOCHEA,7790387015607,Supermercado,AR-B,,,571.0,,,True,Av. 59 Esq. Calle 38 1660,Vea,NECOCHEA,Jumbo Retail Argentina S.A.,9,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-24,Cluster 0
1056109,1056109,sucursales,1,-32.2190005,-58.1482778,1508 - COLON,7790387015324,Autoservicio,AR-E,,,374.0,,,True,Av Pte.Peron 378,Supermercados DIA,ENTRE RIOS,DIA Argentina S.A,15,MAÑANITA,Yerba Mate Bajo Polvo 4 Flex Mañanita 500 Gr,500.0 gr,2022-08-24,Cluster 2
1062003,1062003,sucursales,1,-34.5520142,-58.4736585,317 - NÚÑEZ,7790387015607,Autoservicio,AR-C,,,592.0,,,True,Cl Crisologo Larralde 3012,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-25,Cluster 0
1062018,1062018,sucursales,1,-32.2252713,-58.1454569,319 - COLON,7790387015607,Autoservicio,AR-E,,,592.0,,,True,Cl San Martin 680,Supermercados DIA,ENTRE RIOS,DIA Argentina S.A,15,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-25,Cluster 0
1062066,1062066,sucursales,1,-34.651709,-58.41803,336 - NUEVA POMPEYA,7790387015607,Autoservicio,AR-C,,,592.0,,,True,Esquiu 1001,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-25,Cluster 0
1062084,1062084,sucursales,1,-35.050929,-58.7648874,342 - CAÑUELAS,7790387015607,Autoservicio,AR-B,,,592.0,,,True,Av Libertad 1256,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,LA MERCED,Yerba Mate Campo Origen Controlado La Merced 500 Gr,500.0 gr,2022-08-25,Cluster 0
1062112,1062112,sucursales,3,-34.408965,-58.771632,Ruta 26 - 162,7790070507389,Autoservicio,AR-B,,,422.0,,,True,Rp26 162,Express,Maquinista Savio,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-25,Cluster 2
1062116,1062116,sucursales,1,-32.9416062,-60.6448748,ROSARIO,7790070507389,Hipermercado,AR-S,,,410.6,,,True,Urquiza 1644,COTO CICSA,Rosario,Coto Centro Integral de Comercialización S.A.,12,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-25,Cluster 2
1062118,1062118,sucursales,1,-38.7225,-62.289499999999975,B° Noroeste,7790070507389,Supermercado,AR-B,,,417.0,,,True,Avellaneda 826,Cooperativa Obrera Limitada de Consumo y Vivienda,Bahía Blanca,Cooperativa Obrera Limitada de Consumo y Vivienda,13,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-25,Cluster 2
1062129,1062129,sucursales,2,-34.603431,-58.592464,Palomar,7790070507389,Supermercado,AR-B,,,402.0,,,True,De Los Ceibos 233,Market,Ciudad Jardín del Palomar,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-25,Cluster 2
1062145,1062145,sucursales,1,-34.6027526,-58.4114132,ABASTO ,7790387015324,Hipermercado,AR-C,,,393.29,,,True,Agüero 616,COTO CICSA,Abasto,Coto Centro Integral de Comercialización S.A.,12,MAÑANITA,Yerba Mate Bajo Polvo 4 Flex Mañanita 500 Gr,500.0 gr,2022-08-25,Cluster 2
1062152,1062152,sucursales,2,-34.454772,-58.910154,Pilar Super,7790387015324,Supermercado,AR-B,,,373.0,,,True,Ramírez 43,Market,Pilar,INC S.A.,10,MAÑANITA,Yerba Mate Bajo Polvo 4 Flex Mañanita 500 Gr,500.0 gr,2022-08-25,Cluster 2
1075009,1075009,sucursales,1,-24.7880714,-65.4219001,8013 - SALTA,7793704000911,Autoservicio,AR-A,,,392.47,,,True,Brown 70,Supermercados DIA,SALTA,DIA Argentina S.A,15,PLAYADITO,Yerba Mate Suave con Palo Playadito 500 Gr,500.0 gr,2022-08-25,Cluster 2
1075013,1075013,sucursales,1,-31.25349,-61.49254,QUIJOTE CENTRO,7793704000911,Hipermercado,AR-S,,,386.97,,,True,Rivadavia 53,La Anonima,Rafaela,S.A. Importadora y Exportadora de la Patagonia,2,PLAYADITO,Yerba Mate Suave con Palo Playadito 500 Gr,500.0 gr,2022-08-25,Cluster 2
1075015,1075015,sucursales,2,-34.454772,-58.910154,Pilar Super,7793704000911,Supermercado,AR-B,,,366.8,,,True,Ramírez 43,Market,Pilar,INC S.A.,10,PLAYADITO,Yerba Mate Suave con Palo Playadito 500 Gr,500.0 gr,2022-08-25,Cluster 2
1075022,1075022,sucursales,1,-40.81017056502792,-63.00089469554223,Viedma II,7790387013627,Autoservicio,AR-R,,,337.5,,,True,Moreno 1036,Cooperativa Obrera Limitada de Consumo y Vivienda,Viedma,Cooperativa Obrera Limitada de Consumo y Vivienda,13,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1075025,1075025,sucursales,2,-34.553168,-58.46577,Núñez,7790387013627,Supermercado,AR-C,,,312.51,,,True,Av. Cabildo 3190,Market,Ciudad Autónoma de Buenos Aires,INC S.A.,10,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1075027,1075027,sucursales,2,-34.799052,-58.395114,Adrogué,7790387013627,Supermercado,AR-B,,,312.51,,,True,Seguí 849,Market,Adrogué,INC S.A.,10,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1075032,1075032,sucursales,2,-34.454772,-58.910154,Pilar Super,7790387013627,Supermercado,AR-B,,,312.51,,,True,Ramírez 43,Market,Pilar,INC S.A.,10,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1075036,1075036,sucursales,1,-31.4116,-64.1893,Colon II.,7790387013627,Supermercado,AR-X,,,329.7,,,True,Avenida Colon 461,Vea,CORDOBA,Jumbo Retail Argentina S.A.,9,TARAGUI,Yerba Mate con Palo 4Flex Taragui 500 Gr,500.0 gr,2022-08-25,Cluster 1
1075369,1075369,sucursales,3,-34.653948,-58.51897,Carhué 1427,7790070507389,Autoservicio,AR-C,,,422.0,,,True,Carhué 1427,Express,Ciudad Autónoma de Buenos Aires,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075534,1075534,sucursales,2,-27.467798,-58.834021,Corrientes Junin,7790070507389,Hipermercado,AR-W,,,406.0,,,True,Junín 1336,Market,Corrientes,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075536,1075536,sucursales,2,-33.302748,-66.336848,San Luis,7790070507389,Supermercado,AR-D,,,406.0,,,True,Pringles 963,Market,San Luis,INC S.A.,10,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075582,1075582,sucursales,1,-41.13139,-71.36124,BARILOCHE 3,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Av. De Los Pioneros 4400,La Anonima,San Carlos de Bariloche,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075583,1075583,sucursales,1,-41.14,-71.30168,BARILOCHE 2,7790070507389,Hipermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Albarracin 601,La Anonima,San Carlos de Bariloche,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075584,1075584,sucursales,1,-43.24702,-65.31071,TRELEW,7790070507389,Supermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Belgrano 292,La Anonima,Trelew,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075585,1075585,sucursales,1,-43.26212,-65.29349,TRELEW FONTANA,7790070507389,Supermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,H.Yrigoyen 1650,La Anonima,Trelew,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075586,1075586,sucursales,1,-45.8687,-67.50227,COMODORO RIVADAVIA,7790070507389,Hipermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,13 De Diciembre 150,La Anonima,Comodoro Rivadavia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075587,1075587,sucursales,1,-45.86105,-67.47518,FILIAL SAN MARTIN,7790070507389,Hipermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,San Martin 100,La Anonima,Comodoro Rivadavia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075588,1075588,sucursales,1,-46.44789,-67.52006,CALETA OLIVIA,7790070507389,Hipermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Av. Del Trabajo 469,La Anonima,Caleta Olivia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075589,1075589,sucursales,1,-46.44466,-67.52854,CALETA OLIVIA 2,7790070507389,Supermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Belgrano 515,La Anonima,Caleta Olivia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075590,1075590,sucursales,1,-51.62095,-69.21631,RIO GALLEGOS,7790070507389,Supermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Av. Roca 973,La Anonima,Rio Gallegos,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075591,1075591,sucursales,1,-54.79809,-68.27878,USHUAIA,7790070507389,Hipermercado,AR-V,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,362.95,427.0,,,True,Perito Moreno 1550,La Anonima,Ushuaia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075592,1075592,sucursales,1,-40.73091,-64.93972,SAN ANTONIO OESTE,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Belgrano 651,La Anonima,San Antonio Oeste,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075593,1075593,sucursales,1,-40.81634,-63.00303,VIEDMA 2,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Alvaro Barros 1408,La Anonima,Viedma,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075594,1075594,sucursales,1,-38.89284,-70.06664,ZAPALA,7790070507389,Supermercado,AR-Q,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,9 De Julio 574,La Anonima,Zapala,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075595,1075595,sucursales,1,-38.93982,-67.9953,CIPOLLETTI 2,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Roca 623,La Anonima,Cipolletti,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075596,1075596,sucursales,1,-33.74657,-61.96796,VENADO TUERTO,7790070507389,Supermercado,AR-S,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Av.Casey 799,La Anonima,Venado Tuerto,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075597,1075597,sucursales,1,-38.947,-68.07342,HIPERMERCADO NEUQUEN,7790070507389,Supermercado,AR-Q,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Antartida Argentina 1111,La Anonima,Neuquen,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075598,1075598,sucursales,1,-51.63219,-69.19812,AUTOSERVICIO 2 R.GALLEGOS,7790070507389,Hipermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Maipu 1332,La Anonima,Rio Gallegos,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075599,1075599,sucursales,1,-53.77885,-67.71814,RIO GRANDE 4,7790070507389,Hipermercado,AR-V,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,362.95,427.0,,,True,Av.San Martin 1605,La Anonima,Rio Grande,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075600,1075600,sucursales,1,-38.9304,-69.21067,PLAZA HUINCUL,7790070507389,Supermercado,AR-Q,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Copahue 20,La Anonima,Plaza Huincul,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075601,1075601,sucursales,1,-41.13798,-71.29846,BARILOCHE 4,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Gallardo 801,La Anonima,San Carlos de Bariloche,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075602,1075602,sucursales,1,-34.60717,-60.96252,JUNIN,7790070507389,Supermercado,AR-B,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Ruta 7 Km 260,La Anonima,Junin,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075603,1075603,sucursales,1,-36.6323,-64.29628,SANTA ROSA,7790070507389,Hipermercado,AR-L,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Ameghino 1250,La Anonima,Santa Rosa,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075604,1075604,sucursales,1,-39.02793,-67.59007,AUTOSERVICIO 2 G.ROCA,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,San Juan 1425,La Anonima,General Roca,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075605,1075605,sucursales,1,-35.98011,-62.72832,TRENQUE LAUQUEN - SAIEP,7790070507389,Supermercado,AR-B,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Av. Garcia Salinas 1100,La Anonima,Trenque Lauquen,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075606,1075606,sucursales,1,-45.58951,-69.06822,SARMIENTO,7790070507389,Supermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,395.25,465.0,,,True,España 412,La Anonima,Sarmiento,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075607,1075607,sucursales,1,-36.6276,-64.28149,LURO,7790070507389,Supermercado,AR-L,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Martin Fierro 1296,La Anonima,Santa Rosa,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075608,1075608,sucursales,1,-39.95175,-71.06953,JUNIN DE LOS ANDES,7790070507389,Supermercado,AR-Q,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Coronel Suarez 465,La Anonima,Junin de los Andes,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075609,1075609,sucursales,1,-31.25349,-61.49254,QUIJOTE CENTRO,7790070507389,Hipermercado,AR-S,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Rivadavia 53,La Anonima,Rafaela,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075610,1075610,sucursales,1,-31.25189,-61.46342,QUIJOTE MAX2,7790070507389,Supermercado,AR-S,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,371.45,437.0,,,True,Aconcagua 555,La Anonima,Rafaela,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075611,1075611,sucursales,1,-46.54639,-68.92791,LAS HERAS,7790070507389,Hipermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,395.25,465.0,,,True,Pto. Santa Cruz 900,La Anonima,Las Heras,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075612,1075612,sucursales,1,-50.34712,-72.26895,CALAFATE II,7790070507389,Supermercado,AR-Z,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,395.25,465.0,,,True,Calle 4000 166,La Anonima,El Calafate,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075613,1075613,sucursales,1,-41.61137,-65.35849,SIERRA GRANDE,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,J.J. Paso 100,La Anonima,Sierra Grande,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075614,1075614,sucursales,1,-41.971,-71.53105,EL BOLSON 2,7790070507389,Supermercado,AR-R,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,395.25,465.0,,,True,Guemes 741,La Anonima,El Bolson,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075615,1075615,sucursales,1,-54.83064,-68.35343,USHUAIA 5,7790070507389,Supermercado,AR-V,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,362.95,427.0,,,True,Los Ñires 2237,La Anonima,Ushuaia,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
1075616,1075616,sucursales,1,-42.78087,-65.03707,PUERTO MADRYN 3,7790070507389,Supermercado,AR-U,15% de descuento con cualquier medio de pago - Vigencia: Desde el 24/08/2022 Hasta el 04/09/2022 - Stock: Hasta agotar stock.,383.35,451.0,,,True,Chubut 1400,La Anonima,Puerto Madryn,S.A. Importadora y Exportadora de la Patagonia,2,CRUZ DE MALTA,Yerba Mate Hojas mas Grandes Cruz de Malta 500 Gr,500.0 gr,2022-08-24,Cluster 2
